unit_id,scene,issues,generated_es419
"unit:2233","73","","Jesús estaba expulsando un demonio que hacía muda a una persona."
"unit:2234","73","","Cuando el demonio salió, el que había estado mudo habló."
"unit:2235","73","","Y las multitudes quedaron asombradas."
"unit:2236","73","","Pero algunos de ellos dijeron: «Expulsa los demonios por Beelzebul, el gobernante de los demonios»."
"unit:2237","73","","Otros, para ponerlo a prueba, le pedían una señal del cielo."
"unit:2238","73","","Pero él, conociendo sus pensamientos, les dijo:"
"unit:2239","73","","«Todo reino dividido contra sí mismo queda devastado, y una casa dividida contra otra cae."
"unit:2240","73","","Si también Satanás está dividido contra sí mismo, ¿cómo se mantendrá su reino? Porque ustedes dicen que yo expulso los demonios por Beelzebul."
"unit:2241","73","","Y si yo expulso los demonios por Beelzebul, ¿por quién los expulsan los seguidores de ustedes? Por eso ellos serán sus jueces."
"unit:2242","73","","Pero si yo expulso los demonios por el dedo de Dios, entonces el reino de Dios ha llegado hasta ustedes."
"unit:2243","73","","Cuando un hombre fuerte y bien armado protege su casa, sus bienes están seguros."
"unit:2244","73","","Pero cuando viene contra él uno más fuerte y lo vence, le quita las armas en las que confiaba y reparte su botín."
"unit:2245","73","","El que no está conmigo está contra mí, y el que no recoge conmigo, dispersa."
"unit:2246","73","","Cuando un espíritu impuro sale de una persona, recorre lugares secos buscando descanso. Y al no encontrarlo dice: “Volveré a mi casa, de donde salí”."
"unit:2247","73","","Cuando llega, la encuentra barrida y ordenada."
"unit:2248","73","","Entonces va y trae consigo otros siete espíritus peores que él; entran y viven allí, y la condición final de esa persona resulta peor que la primera»."
"unit:2249","73","","Mientras Jesús decía estas cosas, una mujer de la multitud alzó la voz y le dijo: «Dichoso el vientre que te llevó y los pechos que te amamantaron»."
"unit:2250","73","","Pero él respondió: «Más bien, dichosos los que oyen la palabra de Dios y la obedecen»."
"unit:2251","73","","Mientras se reunían más multitudes, comenzó a decir:"
"unit:2252","73","","«Esta generación es una generación mala. Busca una señal, pero no se le dará ninguna señal excepto la señal de Jonás."
"unit:2253","73","","Así como Jonás llegó a ser una señal para los habitantes de Nínive, así también lo será el Hijo del Hombre para esta generación."
"unit:2254","73","","La reina del Sur se levantará en el juicio con los hombres de esta generación y los condenará, porque vino desde los confines de la tierra para escuchar la sabiduría de Salomón; y aquí hay alguien mayor que Salomón."
"unit:2255","73","","Los hombres de Nínive se levantarán en el juicio con esta generación y la condenarán, porque ellos se arrepintieron ante la predicación de Jonás; y aquí hay alguien mayor que Jonás."
"unit:2256","73","","Nadie enciende una lámpara y la pone en un lugar escondido ni debajo de una vasija, sino sobre el candelero, para que los que entren vean la luz."
"unit:2257","73","","La lámpara del cuerpo es tu ojo. Cuando tu ojo es sano, todo tu cuerpo está lleno de luz; pero cuando es malo, también tu cuerpo está en oscuridad."
"unit:2258","73","","Por eso, asegúrate de que la luz que hay en ti no sea oscuridad."
"unit:2259","73","","Si todo tu cuerpo está lleno de luz y ninguna parte está oscura, estará completamente iluminado, como cuando una lámpara te alumbra con su resplandor»."
"unit:2260","73","","Mientras hablaba, un fariseo lo invitó a comer con él. Jesús entró y se sentó a la mesa."
"unit:2261","73","","El fariseo se sorprendió al ver que Jesús no se había lavado ritualmente antes de comer."
"unit:2262","73","","Entonces el Señor le dijo:"
"unit:2263","73","","«Ustedes, los fariseos, limpian por fuera la copa y el plato, pero por dentro están llenos de codicia y maldad."
"unit:2264","73","","¡Insensatos! ¿Acaso el que hizo lo de afuera no hizo también lo de adentro?"
"unit:2265","73","","Más bien, den como ayuda a los necesitados lo que hay dentro, y entonces todo será limpio para ustedes."
"unit:2266","73","","Pero ¡ay de ustedes, fariseos!, porque dan el diezmo de la menta, la ruda y toda clase de hierba, pero pasan por alto la justicia y el amor de Dios. Era necesario practicar estas cosas sin descuidar aquellas."
"unit:2267","73","","¡Ay de ustedes, fariseos!, porque aman los primeros asientos en las sinagogas y los saludos en las plazas."
"unit:2268","73","","¡Ay de ustedes!, porque son como tumbas que no se ven, y la gente camina sobre ellas sin saberlo»."
"unit:2269","73","","Entonces uno de los expertos en la Ley le dijo: «Maestro, al decir estas cosas también nos insultas a nosotros»."
"unit:2270","73","BROKEN_SENTENCE","Él respondió:"
"unit:2271","73","","«¡Ay también de ustedes, expertos en la Ley!, porque cargan a la gente con cargas difíciles de llevar, pero ustedes mismos ni con uno de sus dedos las tocan."
"unit:2272","73","","¡Ay de ustedes!, porque construyen los monumentos de los profetas, pero fueron sus antepasados quienes los mataron."
"unit:2273","73","","Así ustedes dan testimonio de las obras de sus antepasados y las aprueban: ellos los mataron, y ustedes construyen sus monumentos."
"unit:2274","73","","Por eso también la sabiduría de Dios dijo: “Les enviaré profetas y apóstoles; a algunos de ellos matarán y a otros perseguirán”,"
"unit:2275","73","","para que a esta generación se le reclame la sangre de todos los profetas derramada desde la fundación del mundo,"
"unit:2276","73","","desde la sangre de Abel hasta la sangre de Zacarías, que murió entre el altar y el santuario. Sí, les digo: se le reclamará a esta generación."
"unit:2277","73","","¡Ay de ustedes, expertos en la Ley!, porque se han llevado la llave del conocimiento. Ustedes no entraron, y a los que estaban entrando se lo impidieron»."
"unit:2278","73","","Cuando Jesús salió de allí, los escribas y los fariseos comenzaron a acosarlo con hostilidad y a interrogarlo sobre muchas cosas,"
"unit:2279","73","","tendiéndole trampas para atrapar algo de su propia boca."
"unit:2280","74","","Mientras tanto, se reunió una multitud de miles de personas, hasta el punto de pisarse unos a otros. Jesús comenzó a hablar primero a sus discípulos: «Cuídense de la levadura de los fariseos, que es la hipocresía."
"unit:2281","74","","No hay nada encubierto que no llegue a descubrirse, ni nada oculto que no llegue a conocerse."
"unit:2282","74","","Por eso, lo que hayan dicho en la oscuridad se oirá a plena luz, y lo que hayan susurrado al oído en habitaciones cerradas será proclamado desde las azoteas."
"unit:2283","74","","A ustedes, mis amigos, les digo: no teman a los que matan el cuerpo y después de eso no pueden hacer nada más."
"unit:2284","74","","Les mostraré a quién deben temer: teman a aquel que, después de matar, tiene autoridad para arrojar a la Gehena. Sí, les digo: teman a ese."
"unit:2285","74","","¿No se venden cinco gorriones por dos pequeñas monedas? Sin embargo, ni uno de ellos está olvidado delante de Dios."
"unit:2286","74","","Hasta los cabellos de la cabeza de ustedes están todos contados. No tengan miedo; ustedes valen más que muchos gorriones."
"unit:2287","74","","Les digo: todo el que me reconozca delante de la gente, también el Hijo del Hombre lo reconocerá delante de los ángeles de Dios."
"unit:2288","74","","Pero el que me niegue delante de la gente será negado delante de los ángeles de Dios."
"unit:2289","74","","Todo el que diga una palabra contra el Hijo del Hombre será perdonado; pero al que blasfeme contra el Espíritu Santo no se le perdonará."
"unit:2290","74","","Cuando los lleven ante las sinagogas, los gobernantes y las autoridades, no se preocupen por cómo defenderse o qué decir,"
"unit:2291","74","","porque el Espíritu Santo les enseñará en ese mismo momento lo que deben decir»."
"unit:2292","74","","Uno de la multitud le dijo: «Maestro, dile a mi hermano que reparta conmigo la herencia»."
"unit:2293","74","","Jesús le respondió: «Hombre, ¿quién me nombró juez o árbitro entre ustedes?»"
"unit:2294","74","","Y les dijo: «Miren y cuídense de toda clase de codicia, porque la vida de una persona no depende de la abundancia de sus bienes»."
"unit:2295","74","","Entonces les contó una parábola: «La tierra de un hombre rico produjo abundantemente."
"unit:2296","74","","Y él pensaba para sí: “¿Qué haré? No tengo dónde guardar mis cosechas”."
"unit:2297","74","","Luego dijo: “Haré esto: derribaré mis graneros y construiré otros más grandes; allí guardaré todo mi grano y mis bienes."
"unit:2298","74","","Y me diré a mí mismo: Tienes muchos bienes almacenados para muchos años; descansa, come, bebe y disfruta”."
"unit:2299","74","","Pero Dios le dijo: “¡Insensato! Esta misma noche te reclamarán la vida. Y lo que preparaste, ¿para quién será?”."
"unit:2300","74","","Así sucede con el que acumula tesoros para sí mismo, pero no es rico para con Dios»."
"unit:2301","74","","Luego dijo a sus discípulos: «Por eso les digo: no se preocupen por su vida, qué comerán, ni por su cuerpo, qué vestirán."
"unit:2302","74","","Porque la vida es más que la comida y el cuerpo más que la ropa."
"unit:2303","74","","Fíjense en los cuervos: no siembran ni cosechan, no tienen despensa ni granero, y Dios los alimenta. ¡Cuánto más valen ustedes que las aves!"
"unit:2304","74","","¿Quién de ustedes, por mucho que se preocupe, puede añadir un codo a la duración de su vida?"
"unit:2305","74","","Si ni siquiera pueden hacer algo tan pequeño, ¿por qué se preocupan por lo demás?"
"unit:2306","74","","Fíjense en los lirios, cómo crecen: no trabajan ni hilan. Pero les digo que ni Salomón con toda su gloria se vistió como uno de ellos."
"unit:2307","74","","Y si Dios viste así la hierba del campo, que hoy existe y mañana se arroja al horno, ¡cuánto más a ustedes, gente de poca fe!"
"unit:2308","74","","Así que no anden buscando qué comerán o qué beberán, ni vivan inquietos."
"unit:2309","74","","Porque las naciones del mundo buscan todas estas cosas, pero el Padre de ustedes sabe que las necesitan."
"unit:2310","74","","Busquen, más bien, su reino, y estas cosas les serán añadidas."
"unit:2311","74","","No tengas miedo, pequeño rebaño, porque al Padre de ustedes le agradó darles el reino."
"unit:2312","74","","Vendan lo que tienen y den ayuda a los necesitados. Háganse bolsas que no se desgasten, un tesoro inagotable en los cielos, donde ningún ladrón se acerca y ninguna polilla destruye."
"unit:2313","74","","Porque donde esté el tesoro de ustedes, allí estará también su corazón."
"unit:2314","74","","Mantengan la cintura ceñida y las lámparas encendidas."
