unit_id,scene,issues,generated_es419
"unit:2466","81","","También decía a sus discípulos:"
"unit:2467","81","","«Había un hombre rico que tenía un administrador, y éste fue acusado ante él de estar malgastando sus bienes."
"unit:2468","81","","Entonces lo llamó y le dijo: “¿Qué es esto que oigo acerca de ti? Rinde cuentas de tu administración, porque ya no podrás seguir administrando”."
"unit:2469","81","","El administrador se dijo a sí mismo: “¿Qué voy a hacer, ahora que mi señor me quita la administración? No tengo fuerzas para cavar y me da vergüenza mendigar."
"unit:2470","81","","Ya sé lo que haré, para que cuando sea removido de la administración me reciban en sus casas”."
"unit:2471","81","","Y llamando uno por uno a los deudores de su señor, preguntó al primero: “¿Cuánto le debes a mi señor?”"
"unit:2472","81","","Él respondió: “Cien medidas de aceite”. El administrador le dijo: “Toma tu recibo, siéntate rápido y escribe cincuenta”."
"unit:2473","81","","Después dijo a otro: “¿Y tú cuánto debes?”. Él respondió: “Cien medidas de trigo”. Le dijo: “Toma tu recibo y escribe ochenta”."
"unit:2474","81","","Y el señor elogió al administrador injusto porque había actuado con astucia; porque los hijos de este mundo son más astutos con los de su propia generación que los hijos de la luz."
"unit:2475","81","","Y yo les digo: háganse amigos por medio de las riquezas injustas, para que cuando éstas falten los reciban en las moradas eternas."
"unit:2476","81","","El que es fiel en lo muy poco también es fiel en lo mucho; y el que es injusto en lo muy poco también es injusto en lo mucho."
"unit:2477","81","","Así que, si no fueron fieles con las riquezas injustas, ¿quién les confiará lo verdadero?"
"unit:2478","81","","Y si no fueron fieles con lo ajeno, ¿quién les dará lo que es de ustedes?"
"unit:2479","81","","Ningún siervo puede servir a dos señores; porque aborrecerá a uno y amará al otro, o se apegará a uno y despreciará al otro. No pueden servir a Dios y a las riquezas»."
"unit:2480","81","","Los fariseos, que eran amantes del dinero, oían todas estas cosas y se burlaban de él."
"unit:2481","81","","Entonces les dijo: «Ustedes son los que se justifican a sí mismos delante de la gente, pero Dios conoce sus corazones; porque lo que es muy estimado entre los seres humanos es abominable delante de Dios."
"unit:2482","81","","La Ley y los Profetas llegaron hasta Juan; desde entonces se anuncia la buena noticia del reino de Dios, y todos se esfuerzan por entrar en él."
"unit:2483","81","","Pero es más fácil que pasen el cielo y la tierra que caiga una sola tilde de la Ley."
"unit:2484","81","","Todo el que se divorcia de su esposa y se casa con otra comete adulterio; y el que se casa con una mujer divorciada de su marido comete adulterio."
"unit:2485","81","","Había un hombre rico que se vestía de púrpura y lino fino y cada día celebraba con gran lujo."
"unit:2486","81","","Y un pobre llamado Lázaro estaba tendido junto a su puerta, cubierto de llagas,"
"unit:2487","81","","deseando saciarse con lo que caía de la mesa del rico; incluso los perros venían y le lamían las llagas."
"unit:2488","81","","Sucedió que el pobre murió y fue llevado por los ángeles al lado de Abraham. También murió el rico y fue sepultado."
"unit:2489","81","","Y en el Hades, estando en tormentos, levantó los ojos y vio de lejos a Abraham y a Lázaro junto a él."
