unit_id,scene,issues,generated_es419
"unit:0900","33","EXACT_TEXT_REPEAT","Pero Jesús, al enterarse, se apartó de allí. Y muchos lo siguieron, y los sanó a todos,"
"unit:0901","33","EXACT_TEXT_REPEAT","Pero Jesús, al enterarse, se apartó de allí. Y muchos lo siguieron, y los sanó a todos,"
"unit:0902","33","","y les dijo a sus discípulos que mantuvieran una barca junto a él por causa de la multitud, para que no lo presionaran."
"unit:0903","33","EXACT_TEXT_REPEAT","Pero Jesús, al enterarse, se apartó de allí. Y muchos lo siguieron, y los sanó a todos,"
"unit:0904","33","","Y los espíritus inmundos, cuando lo veían, se postraban ante él y gritaban, diciendo: «Tú eres el Hijo de Dios»."
"unit:0905","33","","y les reprendió para que no lo hicieran público,"
"unit:0906","33","","para que se cumpliera lo dicho por medio de Isaías el profeta, cuando dijo: «He aquí mi siervo a quien elegí, mi amado en quien mi alma se complació; pondré mi Espíritu sobre él, y anunciará el juicio a las naciones. No contenderá ni gritará, ni nadie oirá su voz en las plazas. No quebrará una caña rota, ni apagará un lino humeante, hasta que lleve a la victoria el juicio. Y en su nombre las naciones esperarán.»"
"unit:0907","34","EXACT_TEXT_REPEAT","Sucedió que en aquellos días salió al monte a orar, y estaba pasando la noche en oración a Dios."
"unit:0908","34","EXACT_TEXT_REPEAT","Sube al monte y llama a sí a los que él mismo quería, y ellos fueron hacia él."
"unit:0909","34","EXACT_TEXT_REPEAT","Sucedió que en aquellos días salió al monte a orar, y estaba pasando la noche en oración a Dios."
"unit:0910","34","EXACT_TEXT_REPEAT","Y cuando se hizo de día, llamó a sus discípulos, y después de escoger de entre ellos a doce, a quienes también llamó apóstoles,"
"unit:0911","34","EXACT_TEXT_REPEAT","Y cuando se hizo de día, llamó a sus discípulos, y después de escoger de entre ellos a doce, a quienes también llamó apóstoles,"
"unit:0912","34","EXACT_TEXT_REPEAT","Sube al monte y llama a sí a los que él mismo quería, y ellos fueron hacia él."
"unit:0913","34","EXACT_TEXT_REPEAT","Y cuando se hizo de día, llamó a sus discípulos, y después de escoger de entre ellos a doce, a quienes también llamó apóstoles,"
"unit:0914","34","","y designó a doce, para que estuvieran con él y para enviarlos a predicar"
"unit:0915","34","","Y cuando llegó el día, llamó a sus discípulos, y habiendo escogido de entre ellos a doce, a quienes también llamó apóstoles,"
"unit:0916","34","","y hizo doce, para que estuvieran con él y para que los enviara a predicar"
"unit:0917","34","","y tener autoridad para expulsar a los demonios;"
"unit:0918","34","","y formó a los doce, y puso por nombre a Simón, Pedro,"
"unit:0919","34","","y a Andrés, y a Felipe, y a Bartolomé, y a Mateo, y a Tomás, y a Santiago hijo de Alfeo, y a Tadeo, y a Simón el cananeo"
"unit:0920","34","EXACT_TEXT_REPEAT","y a Santiago hijo de Zebedeo, y a Juan hermano de Jacobo (y les puso nombres Boanerges, que significa Hijos del Trueno),"
"unit:0921","34","EXACT_TEXT_REPEAT","y a Santiago hijo de Zebedeo, y a Juan hermano de Jacobo (y les puso nombres Boanerges, que significa Hijos del Trueno),"
"unit:0922","34","EXACT_TEXT_REPEAT","y a Santiago hijo de Zebedeo, y a Juan hermano de Jacobo (y les puso nombres Boanerges, que significa Hijos del Trueno),"
"unit:0923","34","EXACT_TEXT_REPEAT","y Andrés, y Felipe, y Bartolomé, y Mateo, y Tomás, y Jacobo hijo de Alfeo, y Tadeo, y Simón el cananeo"
"unit:0924","34","EXACT_TEXT_REPEAT","y Andrés, y Felipe, y Bartolomé, y Mateo, y Tomás, y Jacobo hijo de Alfeo, y Tadeo, y Simón el cananeo"
"unit:0925","34","EXACT_TEXT_REPEAT","y Andrés, y Felipe, y Bartolomé, y Mateo, y Tomás, y Jacobo hijo de Alfeo, y Tadeo, y Simón el cananeo"
"unit:0926","34","EXACT_TEXT_REPEAT","y Judas de Jacobo, y Judas Iscariote, el que llegó a ser traidor."
"unit:0927","34","EXACT_TEXT_REPEAT","y Andrés, y Felipe, y Bartolomé, y Mateo, y Tomás, y Jacobo hijo de Alfeo, y Tadeo, y Simón el cananeo"
"unit:0928","34","","y Mateo, y Tomás, y Jacobo de Alfeo, y Simón, llamado Zelote"
"unit:0929","34","","y Judas Iscariote, quien también lo entregó."
"unit:0930","34","EXACT_TEXT_REPEAT","y Judas de Jacobo, y Judas Iscariote, el que llegó a ser traidor."
