unit_id,scene,issues,generated_es419
"unit:0688","25","EXACT_TEXT_REPEAT","Y muy de madrugada, cuando aún estaba oscuro, se levantó, salió y se fue a un lugar desierto; allí estaba orando."
"unit:0689","25","EXACT_TEXT_REPEAT","Y muy de madrugada, cuando aún estaba oscuro, se levantó, salió y se fue a un lugar desierto; allí estaba orando."
"unit:0690","25","EXACT_TEXT_REPEAT","Y muy de madrugada, cuando aún estaba oscuro, se levantó, salió y se fue a un lugar desierto; allí estaba orando."
"unit:0691","25","","Simón y los que estaban con él fueron tras él,"
"unit:0692","25","","lo encontraron y le dijeron: «Todos te buscan»."
"unit:0693","25","","Cuando amaneció, salió y se fue a un lugar desierto; las multitudes lo buscaban, llegaron hasta donde él estaba y lo retenían para que no se alejara de ellos."
"unit:0694","25","","Y les dijo: «Vayamos a otra parte, a los pueblos cercanos, para que también allí predique, porque para eso salí»."
"unit:0695","25","","Pero él les dijo: «También a las otras ciudades tengo que anunciar la buena noticia del reino de Dios, porque para esto fui enviado»."
"unit:0696","25","EXACT_TEXT_REPEAT","Y recorría toda Galilea, enseñando en sus sinagogas, proclamando el evangelio del reino y sanando toda enfermedad y toda dolencia entre el pueblo."
"unit:0697","25","EXACT_TEXT_REPEAT","Y fue predicando en sus sinagogas por toda Galilea y expulsando demonios."
"unit:0698","25","EXACT_TEXT_REPEAT","Y fue predicando en sus sinagogas por toda Galilea y expulsando demonios."
"unit:0699","25","EXACT_TEXT_REPEAT","Y recorría toda Galilea, enseñando en sus sinagogas, proclamando el evangelio del reino y sanando toda enfermedad y toda dolencia entre el pueblo."
"unit:0700","25","EXACT_TEXT_REPEAT","Y fue predicando en sus sinagogas por toda Galilea y expulsando demonios."
"unit:0701","25","","Y su fama se extendió por toda Siria; y le llevaron a todos los que se encontraban enfermos, afligidos por diversas enfermedades y tormentos, endemoniados, epilépticos y paralíticos, y los sanó."
"unit:0702","25","","Y lo siguieron grandes multitudes de Galilea, Decápolis, Jerusalén, Judea y de la otra orilla del Jordán."
"unit:0703","26","","Y al bajar él del monte, le siguieron muchas multitudes."
"unit:0704","26","","Y sucedió que, estando él en una de las"
"unit:0705","26","","Y viene hacia él."
"unit:0706","26","","ciudades, y he aquí un hombre lleno de lepra."
"unit:0707","26","BROKEN_SENTENCE","Y al verlo,"
"unit:0708","26","","el leproso, rogándole."
"unit:0709","26","","a él, y arrodillándose, diciendo:"
"unit:0710","26","","a Jesús, cayendo de rostro, le rogó, diciendo:"
"unit:0711","26","","Y he aquí un leproso acercándose,"
"unit:0712","26","","se postraba ante él, diciendo: «Señor, si quieres, puedes limpiarme.»"
"unit:0713","26","","Y, enojado, extendiendo la mano, lo tocó y le dijo:"
"unit:0714","26","","Y extendiendo la mano, lo tocó, diciendo:"
"unit:0715","26","","y al instante se fue de él la lepra,"
"unit:0716","26","","Quiero, queda limpio. Y al instante quedó limpia la lepra de él."
"unit:0717","26","","y quedó limpio."
"unit:0718","26","","y, mirándolo con severidad,"
"unit:0719","26","","de inmediato lo echó fuera,"
"unit:0720","26","BROKEN_SENTENCE","y"
"unit:0721","26","BROKEN_SENTENCE","Jesús le dice:"
"unit:0722","26","","Mira, no se lo digas a nadie, sino ve, muéstrate tú mismo al sacerdote y ofrece la ofrenda que mandó Moisés como testimonio para ellos."
"unit:0723","26","","pero él, al salir, comenzó a predicar mucho y a divulgar la palabra,"
"unit:0724","26","","pero la palabra se difundía aún más acerca de él,"
"unit:0725","26","","de modo que ya no podía entrar abiertamente en una ciudad, sino que estaba fuera, en lugares desiertos."
"unit:0726","26","","Y se juntaban grandes multitudes para oír y ser sanados de sus enfermedades."
"unit:0727","26","","Y venían a él de todas partes."
"unit:0728","26","","Pero él se retiraba a los desiertos y oraba."
"unit:0729","27","EXACT_TEXT_REPEAT","Y sucedió que en uno de aquellos días él estaba enseñando, y estaban sentados fariseos y maestros de la ley, que habían venido de cada aldea de Galilea y de Judea y de Jerusalén; y el poder del Señor estaba para curarlo."
"unit:0730","27","EXACT_TEXT_REPEAT","Y al entrar otra vez en Cafarnaúm, después de días, se oyó que estaba en casa."
"unit:0731","27","EXACT_TEXT_REPEAT","Y al subir a un barco, cruzó y llegó a su propia ciudad."
"unit:0732","27","EXACT_TEXT_REPEAT","Y al subir a un barco, cruzó y llegó a su propia ciudad."
"unit:0733","27","EXACT_TEXT_REPEAT","Y al entrar otra vez en Cafarnaúm, después de días, se oyó que estaba en casa."
"unit:0734","27","EXACT_TEXT_REPEAT","Y se reunieron muchos, hasta el punto de que ya no cabían ni siquiera el espacio junto a la puerta, y les hablaba la palabra."
"unit:0735","27","EXACT_TEXT_REPEAT","Y se reunieron muchos, hasta el punto de que ya no cabían ni siquiera el espacio junto a la puerta, y les hablaba la palabra."
"unit:0736","27","EXACT_TEXT_REPEAT","Y sucedió que en uno de aquellos días él estaba enseñando, y estaban sentados fariseos y maestros de la ley, que habían venido de cada aldea de Galilea y de Judea y de Jerusalén; y el poder del Señor estaba para curarlo."
"unit:0737","27","","Y sucedió que, un día, él estaba enseñando, y estaban sentados unos fariseos y maestros de la Ley que habían venido de todas las aldeas de Galilea y Judea, y de Jerusalén; y el poder del Señor estaba con él para sanar."
"unit:0738","27","EXACT_TEXT_REPEAT","Y miren, le llevaban a un paralítico acostado en una camilla. Al ver Jesús la fe de ellos, le dijo al paralítico: «Ánimo, hijo; tus pecados quedan perdonados»."
"unit:0739","27","EXACT_TEXT_REPEAT","Y miren, le llevaban a un paralítico acostado en una camilla. Al ver Jesús la fe de ellos, le dijo al paralítico: «Ánimo, hijo; tus pecados quedan perdonados»."
"unit:0740","27","","Y llegan llevando ante él a un paralítico, cargado por cuatro."
"unit:0741","27","","Y miren, unos hombres llevaban en una camilla a un hombre que estaba paralizado, y buscaban introducirlo y ponerlo delante de él."
"unit:0742","27","","Y como no podían acercárselo por causa de la multitud, quitaron el techo del lugar donde él estaba y, después de abrir un boquete, bajan la camilla donde yacía el paralítico."
"unit:0743","27","","Y como no encontraban por dónde introducirlo a causa de la multitud, subieron al techo y, por entre las tejas, lo bajaron con la camilla hasta el centro, delante de Jesús."
"unit:0744","27","EXACT_TEXT_REPEAT","Y como no podían llevarlo a él por la multitud, quitaron el techo donde estaba, y después de abrirlo, bajaron la camilla donde estaba acostado el paralítico."
"unit:0745","27","EXACT_TEXT_REPEAT","Y como no podían llevarlo a él por la multitud, quitaron el techo donde estaba, y después de abrirlo, bajaron la camilla donde estaba acostado el paralítico."
"unit:0746","27","EXACT_TEXT_REPEAT","Y como no encontraron la forma de llevarlo a dentro por la multitud, subieron al techo por las tejas y lo bajaron, junto con la camita, al centro, delante de Jesús."
"unit:0747","27","EXACT_TEXT_REPEAT","Y como no podían llevarlo a él por la multitud, quitaron el techo donde estaba, y después de abrirlo, bajaron la camilla donde estaba acostado el paralítico."
"unit:0748","27","EXACT_TEXT_REPEAT","Y como no encontraron la forma de llevarlo a dentro por la multitud, subieron al techo por las tejas y lo bajaron, junto con la camita, al centro, delante de Jesús."
"unit:0749","27","","Y he aquí que le traían a un paralítico tendido en una cama. Y al ver Jesús la fe de ellos, dijo al paralítico: «Ánimo, hijo; se te perdonan tus pecados»."
