unit_id,scene,issues,generated_es419
"unit:0299","9","","Y sus padres iban cada año a Jerusalén durante la fiesta de la Pascua."
"unit:0300","9","","y cuando llegó a los doce años, mientras ellos subían según la costumbre de la fiesta"
"unit:0301","9","","y cuando terminaron los días, mientras ellos regresaban, el niño Jesús se quedó en Jerusalén, y sus padres no lo supieron."
"unit:0302","9","","y, pensando que él estaba en la comitiva, caminaron un día de camino y lo buscaron entre los parientes y los conocidos,"
"unit:0303","9","","y como no lo encontraron, regresaron a Jerusalén buscándolo."
"unit:0304","9","","Y sucedió que, después de tres días, lo encontraron en el templo, sentado en medio de los maestros, escuchándolos y haciéndoles preguntas."
"unit:0305","9","","Y todos los que lo oían se asombraban por su entendimiento y por sus respuestas."
"unit:0306","9","","Y al verlo se asombraron, y le dijo su madre: «Hijo, ¿por qué nos has hecho esto? Mira, tu padre y yo, afligidos, te estábamos buscando.»"
"unit:0307","9","","y les dijo: «¿Por qué me buscaban? ¿No sabían que debo estar en los asuntos de mi Padre?»"
"unit:0308","9","","Pero ellos no entendieron la declaración que les había dicho."
"unit:0309","9","","Y bajó con ellos y llegó a Nazaret, y estaba sometido a ellos. Su madre conservaba todas estas palabras en su corazón."
"unit:0310","9","","Y Jesús progresaba en sabiduría y en estatura, y en favor ante Dios y ante la gente."
"unit:0311","10","","Principio del evangelio de Jesucristo."
"unit:0312","10","","En el año decimoquinto del gobierno de Tiberio César, mientras Poncio Pilato gobernaba Judea, Herodes era tetrarca de Galilea, y Felipe, su hermano, era tetrarca de la región de Iturea y Traconítide, y Lisanias era tetrarca de Abilene,"
"unit:0313","10","EXACT_TEXT_REPEAT","durante el sumo sacerdocio de Anás y Caifás, vino la palabra de Dios a Juan, hijo de Zacarías, en el desierto."
"unit:0314","10","EXACT_TEXT_REPEAT","durante el sumo sacerdocio de Anás y Caifás, vino la palabra de Dios a Juan, hijo de Zacarías, en el desierto."
"unit:0315","10","EXACT_TEXT_REPEAT","En aquellos días aparece Juan el Bautista, proclamando en el desierto de Judea"
"unit:0316","10","","apareció Juan, el que bautizaba en el desierto, proclamando un bautismo de arrepentimiento para el perdón de los pecados."
"unit:0317","10","EXACT_TEXT_REPEAT","En aquellos días aparece Juan el Bautista, proclamando en el desierto de Judea"
"unit:0318","10","","y recorrió toda la región alrededor del Jordán, proclamando un bautismo de arrepentimiento para el perdón de los pecados,"
"unit:0319","10","","Apareció Juan, el que bautizaba en el desierto y proclamaba un bautismo de arrepentimiento para el perdón de los pecados."
"unit:0320","10","","y decía: «Arrepiéntanse, porque el reino de los cielos se ha acercado»."
"unit:0321","10","EXACT_TEXT_REPEAT","como está escrito en el libro de las palabras del profeta Isaías: «Voz de uno que clama en el desierto: “Preparen el camino del Señor; hagan rectos sus senderos”»."
"unit:0322","10","EXACT_TEXT_REPEAT","como está escrito en el libro de las palabras del profeta Isaías: «Voz de uno que clama en el desierto: “Preparen el camino del Señor; hagan rectos sus senderos”»."
"unit:0323","10","","Como está escrito en el profeta Isaías: «Miren, envío a mi mensajero delante de ti, quien preparará tu camino»."
"unit:0324","10","","porque este es aquel de quien habló el profeta Isaías, cuando dijo: «Voz de uno que clama en el desierto: “Preparen el camino del Señor; hagan rectos sus senderos”»."
"unit:0325","10","","Todo barranco será rellenado, y todo monte y colina serán rebajados; lo torcido se volverá recto, y los caminos ásperos, caminos llanos; y toda carne verá la salvación de Dios."
"unit:0326","10","","Porque este es aquel de quien habló el profeta Isaías cuando dijo: «Voz de uno que clama en el desierto: Preparen el camino del Señor; hagan rectas sus sendas»."
"unit:0327","10","","Juan mismo llevaba su ropa hecha de pelo de camello y un cinturón de cuero alrededor de la cintura; su alimento eran langostas y miel silvestre."
"unit:0328","10","","Entonces salían hacia él Jerusalén, toda Judea y toda la región alrededor del Jordán,"
"unit:0329","10","","y eran bautizados por él en el río Jordán, confesando sus pecados."
"unit:0330","10","EXACT_TEXT_REPEAT","Al ver que muchos fariseos y saduceos venían a su bautismo, les dijo: «¡Crías de víboras! ¿Quién les mostró cómo huir de la ira que está por venir?"
"unit:0331","10","","Entonces les decía a las multitudes que salían para ser bautizadas por él: «¡Crías de víboras! ¿Quién les mostró cómo huir de la ira que está por venir?"
"unit:0332","10","EXACT_TEXT_REPEAT","Al ver que muchos fariseos y saduceos venían a su bautismo, les dijo: «¡Crías de víboras! ¿Quién les mostró cómo huir de la ira que está por venir?"
"unit:0333","10","","Hagan, pues, fruto digno de arrepentimiento."
"unit:0334","10","EXACT_TEXT_REPEAT","Y no piensen decir en su interior: ""Tenemos por padre a Abraham""; porque les digo que Dios puede levantar hijos para Abraham de estas piedras."
"unit:0335","10","EXACT_TEXT_REPEAT","Y no piensen decir en su interior: ""Tenemos por padre a Abraham""; porque les digo que Dios puede levantar hijos para Abraham de estas piedras."
"unit:0336","10","","Y ya está puesta la hacha junto a la raíz de los árboles; por tanto, todo árbol que no produzca buen fruto es cortado y echado al fuego."
"unit:0337","10","","Y las multitudes le preguntaban, diciendo: ""¿Qué, pues, haremos?"""
"unit:0338","10","","Y respondiendo, les dijo: ""El que tenga dos túnicas, que las comparta con el que no tiene, y el que tenga comida, haga lo mismo."""
"unit:0339","10","","También vinieron los publicanos para ser bautizados y dijeron: ""Maestro, ¿qué haremos?"""
"unit:0340","10","","Y él les dijo: ""No hagan nada más de lo que se les ha ordenado."""
"unit:0341","10","","Los soldados también le preguntaban, diciendo: «¿Qué haremos también nosotros?» y él les dijo: «No extorsionen a nadie ni calumnien, y estén conformes con sus raciones.»"
"unit:0342","10","","Mientras el pueblo estaba a la expectativa y todos discutían en sus corazones acerca de Juan, por si acaso él fuera el Cristo,"
"unit:0343","10","","y predicó, diciendo: «Viene el más fuerte que yo, detrás de mí, de quien no soy digno, ni siquiera inclinándome, de desatar la correa de sus sandalias.»"
"unit:0344","10","EXACT_TEXT_REPEAT","Yo, de hecho, los bautizo en agua para arrepentimiento; pero el que viene detrás de mí es más fuerte que yo, de quien no soy digno de llevar las sandalias; él los bautizará en el Espíritu Santo y en fuego."
"unit:0345","10","EXACT_TEXT_REPEAT","Yo, de hecho, los bautizo en agua para arrepentimiento; pero el que viene detrás de mí es más fuerte que yo, de quien no soy digno de llevar las sandalias; él los bautizará en el Espíritu Santo y en fuego."
"unit:0346","10","EXACT_TEXT_REPEAT","Yo, de hecho, los bautizo en agua para arrepentimiento; pero el que viene detrás de mí es más fuerte que yo, de quien no soy digno de llevar las sandalias; él los bautizará en el Espíritu Santo y en fuego."
"unit:0347","10","","Yo los bautizo con agua para arrepentimiento; pero el que viene detrás de mí es más poderoso que yo; yo no soy digno de llevar sus sandalias. Él los bautizará con Espíritu Santo y fuego."
"unit:0348","10","","Tiene el aventador en su mano, limpiará por completo su era y recogerá su trigo en el granero; pero quemará la paja con fuego inextinguible."
"unit:0349","10","","Así que, con muchas otras exhortaciones, anunciaba las buenas noticias al pueblo."
"unit:0350","11","","Y sucedió en aquellos días."
"unit:0351","11","","Y sucedió que, cuando todo el pueblo fue bautizado."
"unit:0352","11","","Entonces llega Jesús desde Galilea."
"unit:0353","11","","al Jordán, hacia Juan, para ser bautizado por él."
"unit:0354","11","","Pero Juan se lo impedía, diciendo: «Yo necesito ser bautizado por ti, y ¿tú vienes a mí?»"
"unit:0355","11","","Respondiendo entonces Jesús, dijo a él: «Déjalo ahora, porque así conviene que nosotros cumplamos toda justicia». Entonces lo deja."
"unit:0356","11","","de Galilea y fue bautizado en el Jordán por Juan."
"unit:0357","11","","Y después que fue bautizado, Jesús subió inmediatamente del agua;"
"unit:0358","11","BROKEN_SENTENCE","al pueblo y"
"unit:0359","11","","y he aquí, se abrieron los cielos,"
"unit:0360","11","","y vio el Espíritu de Dios descendiendo como"
"unit:0361","11","","y el Espíritu como"
"unit:0362","11","","y el Espíritu Santo descendió en forma corporal como una paloma"
"unit:0363","11","","una paloma que venía sobre él;"
"unit:0364","11","","y vino una voz desde los cielos:"
"unit:0365","11","","y miren, una voz"
"unit:0366","11","","desde los cielos que decía: «Este es mi hijo amado, en quien me complací»."
"unit:0367","11","","Tú eres mi hijo amado; en ti me complací."
"unit:0368","12","","Jesús, lleno del Espíritu Santo, regresó del Jordán, y era guiado por el Espíritu en el desierto"
"unit:0369","12","EXACT_TEXT_REPEAT","Entonces el Espíritu llevó a Jesús al desierto para que fuera tentado por el diablo."
"unit:0370","12","EXACT_TEXT_REPEAT","Entonces el Espíritu llevó a Jesús al desierto para que fuera tentado por el diablo."
"unit:0371","12","EXACT_TEXT_REPEAT","Después de ayunar cuarenta días y cuarenta noches, tuvo hambre."
"unit:0372","12","EXACT_TEXT_REPEAT","Y permanecía en el desierto cuarenta días, siendo tentado por Satanás; estaba con las fieras, y los ángeles le servían."
"unit:0373","12","EXACT_TEXT_REPEAT","Y permanecía en el desierto cuarenta días, siendo tentado por Satanás; estaba con las fieras, y los ángeles le servían."
"unit:0374","12","","Cuarenta días, siendo tentado por el diablo. Y no comió nada durante aquellos días, y cuando se cumplieron, tuvo hambre."
"unit:0375","12","EXACT_TEXT_REPEAT","Después de ayunar cuarenta días y cuarenta noches, tuvo hambre."
"unit:0376","12","EXACT_TEXT_REPEAT","Y acercándose, el que lo tentaba le dijo: «Si eres hijo de Dios, di que estas piedras se vuelvan panes.»"
"unit:0377","12","","Entonces le dijo el diablo: «Si eres hijo de Dios, di a esta piedra que se vuelva pan.»"
"unit:0378","12","EXACT_TEXT_REPEAT","Y acercándose, el que lo tentaba le dijo: «Si eres hijo de Dios, di que estas piedras se vuelvan panes.»"
"unit:0379","12","ES419_VARIANT|ARCHAISM","Y respondióle Jesús: «Está escrito que no vivirá el hombre solo con pan.»"
"unit:0380","12","","Pero respondiendo, dijo: «Está escrito: No vivirá el hombre solo con pan, sino con toda palabra que sale de la boca de Dios.»"
"unit:0381","12","","De nuevo el diablo lo tomó y lo llevó a un monte muy alto, y le mostró todos los reinos del mundo y su gloria."
"unit:0382","12","EXACT_TEXT_REPEAT","Y le dijo el diablo: «Te daré todo este poder y su gloria, porque me ha sido entregado y a quien yo quiera se la doy.»"
"unit:0383","12","EXACT_TEXT_REPEAT","Y le dijo el diablo: «Te daré todo este poder y su gloria, porque me ha sido entregado y a quien yo quiera se la doy.»"
"unit:0384","12","","y le dijo: «Te daré todo esto, si caes al suelo y me adoras»."
"unit:0385","12","","Y Jesús, respondiendo, le dijo: «Está escrito: Adorarás al Señor tu Dios y solo a él servirás»."
"unit:0386","12","EXACT_TEXT_REPEAT","Entonces Jesús le dijo: «¡Vete, Satanás! Porque está escrito: Adorarás al Señor tu Dios y solo a él servirás»."
"unit:0387","12","EXACT_TEXT_REPEAT","Entonces Jesús le dijo: «¡Vete, Satanás! Porque está escrito: Adorarás al Señor tu Dios y solo a él servirás»."
"unit:0388","12","EXACT_TEXT_REPEAT","Entonces el diablo lo llevó a la ciudad santa y lo puso sobre el punto más alto del templo,"
"unit:0389","12","EXACT_TEXT_REPEAT","Entonces el diablo lo llevó a la ciudad santa y lo puso sobre el punto más alto del templo,"
"unit:0390","12","","y le dijo: «Si eres Hijo de Dios, lánzate abajo; porque está escrito: Les dará órdenes a sus ángeles acerca de ti, y te levantarán en sus manos, para que no golpees tu pie contra una piedra»."
"unit:0391","12","","porque está escrito: «Les dará órdenes a sus ángeles acerca de ti para protegerte»."
"unit:0392","12","","Y le dice: «Si eres Hijo de Dios, lánzate abajo, porque está escrito: “Dará órdenes a sus ángeles acerca de ti, y te llevarán en sus manos, para que no te golpees el pie contra una piedra”»."
"unit:0393","12","EXACT_TEXT_REPEAT","Jesús le dijo: «También está escrito: “No pondrás a prueba al Señor tu Dios”»."
"unit:0394","12","EXACT_TEXT_REPEAT","Jesús le dijo: «También está escrito: “No pondrás a prueba al Señor tu Dios”»."
