unit_id,scene,issues,generated_es419
"unit:1153","41","EXACT_TEXT_REPEAT","Y aconteció en lo sucesivo, y él recorría de ciudad en ciudad y de aldea en aldea, predicando y proclamando el reino de Dios, y los doce con él,"
"unit:1154","41","EXACT_TEXT_REPEAT","Y aconteció en lo sucesivo, y él recorría de ciudad en ciudad y de aldea en aldea, predicando y proclamando el reino de Dios, y los doce con él,"
"unit:1155","41","EXACT_TEXT_REPEAT","Y aconteció en lo sucesivo, y él recorría de ciudad en ciudad y de aldea en aldea, predicando y proclamando el reino de Dios, y los doce con él,"
"unit:1156","41","EXACT_TEXT_REPEAT","y algunas mujeres que habían sido sanadas de espíritus malignos y de dolencias, María la llamada Magdalena, de la cual habían salido siete demonios,"
"unit:1157","41","EXACT_TEXT_REPEAT","y algunas mujeres que habían sido sanadas de espíritus malignos y de dolencias, María la llamada Magdalena, de la cual habían salido siete demonios,"
"unit:1158","41","EXACT_TEXT_REPEAT","y Juana, mujer de Cusa, administrador de Herodes, y Susana, y otras muchas, las cuales les servían con sus propios bienes."
"unit:1159","41","EXACT_TEXT_REPEAT","y Juana, mujer de Cusa, administrador de Herodes, y Susana, y otras muchas, las cuales les servían con sus propios bienes."
"unit:1160","41","","Y Juana, mujer de Chuza, mayordomo de Herodes, y Susana, y otras muchas, las cuales les servían con lo que tenían."
"unit:1161","42","","Y llega a la casa; y se vuelve a reunir la multitud, de modo que no podían ni comer pan."
"unit:1162","42","","Y al oírlo, los que estaban con él salieron para sujetarlo, porque decían que estaba fuera de sí."
"unit:1163","42","","Entonces le trajeron a un endemoniado, ciego y mudo."
"unit:1164","42","","Y lo sanó, de modo que el mudo pudiera hablar y ver."
"unit:1165","42","","Y todos los multitudes quedaron asombrados y decían: ""¿Acaso este es el hijo de David?"""
"unit:1166","42","","Pero los fariseos, al oírlo, dijeron:"
"unit:1167","42","","Y los escribas que habían bajado de Jerusalén decían que Beelzebú"
"unit:1168","42","","porque decían: ""Tiene un espíritu inmundo."""
"unit:1169","42","","Este no expulsa a los demonios sino por medio de Beelzebú, el príncipe de los demonios."
"unit:1170","42","","Pero él, sabiendo sus pensamientos, les dijo:"
"unit:1171","42","","Y, llamándolos, les decía en parábolas: ¿Cómo puede Satanás expulsar a Satanás?"
"unit:1172","42","","Todo reino dividido contra sí mismo queda desolado,"
"unit:1173","42","","y si un reino se divide contra sí mismo, ese reino no puede mantenerse en pie;"
"unit:1174","42","","y toda ciudad o casa dividida"
"unit:1175","42","","contra sí misma no se mantendrá en pie."
"unit:1176","42","","Y si Satanás se levantó contra sí mismo y se dividió,"
"unit:1177","42","","y si Satanás expulsa a Satanás, se ha dividido contra sí mismo;"
"unit:1178","42","","¿cómo, pues, se mantendrá en pie su reino?"
"unit:1179","42","","No puede mantenerse en pie, sino que llega a su fin."
"unit:1180","42","","Y si yo expulso a los demonios por Beelzebú, ¿en qué los expulsan los hijos de ustedes? Por eso, ellos serán jueces de ustedes."
"unit:1181","42","","Pero si por el Espíritu de Dios yo expulso los demonios, entonces ya ha llegado a ustedes el reino de Dios."
"unit:1182","42","","¿O cómo puede alguien entrar en la casa del fuerte y robar sus bienes, si antes no ata al fuerte?"
"unit:1183","42","","Y entonces saqueará su casa."
"unit:1184","42","","El que no está conmigo está contra mí, y el que no recoge conmigo dispersa."
"unit:1185","42","","Por eso les digo,"
"unit:1186","42","","Todo pecado y blasfemia será perdonado a los hombres, pero la"
"unit:1187","42","","blasfemia contra el Espíritu no será perdonada."
"unit:1188","42","","Y cualquiera que diga una palabra contra el Hijo del hombre, se le perdonará; pero el que diga contra el Espíritu Santo, no se le perdonará ni en este siglo ni en el venidero."
"unit:1189","42","","sino que es culpable de pecado eterno."
"unit:1190","42","","O hagan bueno el árbol y bueno su fruto, o hagan malo el árbol y malo su fruto; porque por el fruto se conoce el árbol."
"unit:1191","42","","¡Crías de víboras! ¿Cómo pueden ustedes, siendo malos, hablar cosas buenas? Porque de la abundancia del corazón habla la boca."
"unit:1192","42","","La persona buena saca cosas buenas de su buen tesoro, y la persona mala saca cosas malas de su mal tesoro."
"unit:1193","42","","Pero les digo que de toda palabra inútil que hablen los seres humanos darán cuenta en el día del juicio;"
"unit:1194","42","","porque por sus palabras serán declarados justos, y por sus palabras serán condenados."
"unit:1195","43","","Entonces algunos de los escribas y fariseos le respondieron: «Maestro, queremos ver de ti una señal»."
"unit:1196","43","","Pero él les respondió: «Una generación malvada y adúltera busca una señal, pero no se le dará ninguna señal, excepto la señal del profeta Jonás."
"unit:1197","43","","Porque así como Jonás estuvo en el vientre del monstruo marino tres días y tres noches, así estará el Hijo del Hombre en el corazón de la tierra tres días y tres noches."
"unit:1198","43","","Los hombres de Nínive se levantarán en el juicio con esta generación y la condenarán, porque se arrepintieron ante la predicación de Jonás; y miren, aquí hay algo mayor que Jonás."
"unit:1199","43","","La reina del sur se levantará en el juicio con esta generación y la condenará, porque vino desde los confines de la tierra para escuchar la sabiduría de Salomón; y miren, aquí hay algo mayor que Salomón."
"unit:1200","43","","Cuando el espíritu impuro sale de la persona, pasa por lugares sin agua buscando descanso, pero no lo encuentra."
"unit:1201","43","","Entonces dice: «Regresaré a mi casa, de donde salí»; y al llegar la encuentra desocupada, barrida y arreglada."
"unit:1202","43","","Entonces se va y toma consigo siete espíritus otros más malos que él, y habiendo entrado, moran allí; y los últimos de ese hombre son peores que los primeros. Así será también con esta generación mala."
"unit:1203","44","EXACT_TEXT_REPEAT","Todavía mientras él hablaba a la multitud, he aquí que su madre y sus hermanos estaban afuera, buscando hablarle."
"unit:1204","44","EXACT_TEXT_REPEAT","Y llegaron su madre y sus hermanos, y, estando afuera, enviaron a llamarlo."
"unit:1205","44","","Pero llegó a él su madre y sus hermanos, y no pudieron hablar con él por la multitud."
"unit:1206","44","EXACT_TEXT_REPEAT","Y llegaron su madre y sus hermanos, y, estando afuera, enviaron a llamarlo."
